file,speaker,turn_id,turn_start,turn_end,turn_duration_s,n_ips,n_vowels,speech_time_s,pause_time_s,n_pauses,mean_pause_s,speech_rate_vps,speaking_proportion,conf_median_ips
VAL_M3B_2021_0024,SPEAKER_00,36,1036.7761,1053.7631,16.987,8,82,12.84,4.147,7,0.5924,4.827,0.756,0.7406
VAL_M3B_2021_0024,SPEAKER_01,37,1055.0101,1059.1601,4.15,2,24,3.43,0.72,1,0.72,5.783,0.827,
VAL_M3B_2021_0024,SPEAKER_00,38,1061.3511,1064.0151,2.664,1,17,2.664,0.0,0,0.0,6.381,1.0,0.7502
VAL_M3B_2022_00103,SPEAKER_01,1,583.7196,607.1686,23.449,10,131,17.739,5.71,9,0.6344,5.587,0.756,0.6257
VAL_M3B_2022_00103,SPEAKER_00,2,607.2196,609.4406,2.221,1,14,2.221,0.0,0,0.0,6.303,1.0,
VAL_M3B_2022_00103,SPEAKER_01,3,609.5206,631.8146,22.294,10,115,15.145,7.149,9,0.7943,5.158,0.679,0.5808
VAL_M3B_2022_00103,SPEAKER_00,4,632.1156,632.5356,0.42,1,2,0.42,0.0,0,0.0,4.762,1.0,
VAL_M3B_2022_00103,SPEAKER_01,5,633.0966,635.2996,2.203,2,19,1.873,0.33,1,0.33,8.625,0.85,0.5027
VAL_M3B_2022_00103,SPEAKER_00,6,635.5596,641.4266,5.867,3,30,4.845,1.022,2,0.511,5.113,0.826,
VAL_M3B_2022_00103,SPEAKER_01,7,641.4466,676.0846,34.638,16,191,24.597,10.041,15,0.6694,5.514,0.71,0.6745
VAL_M3B_2022_00103,SPEAKER_00,8,676.5156,678.2166,1.701,1,17,1.701,0.0,0,0.0,9.994,1.0,
VAL_M3B_2022_00103,SPEAKER_01,9,679.4516,679.6116,0.16,1,3,0.16,0.0,0,0.0,18.75,1.0,0.2975
VAL_M3B_2022_00103,SPEAKER_00,10,680.1016,684.7656,4.664,2,31,4.33,0.334,1,0.334,6.647,0.928,
VAL_M3B_2022_00103,SPEAKER_01,11,685.5766,686.4066,0.83,1,7,0.83,0.0,0,0.0,8.434,1.0,0.5478
VAL_M3B_2022_00103,SPEAKER_00,12,686.9976,689.0886,2.091,1,20,2.091,0.0,0,0.0,9.565,1.0,
VAL_M3B_2022_00103,SPEAKER_01,13,689.6996,699.2366,9.537,5,60,7.614,1.923,4,0.4808,6.291,0.798,0.7422
VAL_M3B_2022_00103,SPEAKER_00,14,699.8976,700.6776,0.78,1,8,0.78,0.0,0,0.0,10.256,1.0,
VAL_M3B_2022_00103,SPEAKER_01,15,701.2696,766.2106,64.941,27,296,45.296,19.645,26,0.7556,4.558,0.697,0.6969
VAL_M3B_2022_00103,SPEAKER_00,16,766.2306,768.1806,1.95,1,13,1.95,0.0,0,0.0,6.667,1.0,
VAL_M3B_2022_00103,SPEAKER_01,17,768.5516,769.1116,0.56,1,5,0.56,0.0,0,0.0,8.929,1.0,0.5983
VAL_M3B_2022_00103,SPEAKER_00,18,769.3926,770.1026,0.71,1,6,0.71,0.0,0,0.0,8.451,1.0,
VAL_M3B_2022_00103,SPEAKER_01,19,770.5126,782.9096,12.397,6,71,9.165,3.232,5,0.6464,5.727,0.739,0.6075
VAL_M3B_2022_00103,SPEAKER_00,20,784.3696,797.2836,12.914,5,64,10.731,2.183,4,0.5457,4.956,0.831,
VAL_M3B_2022_00103,SPEAKER_01,21,798.9056,879.9986,81.093,35,414,59.655,21.438,34,0.6305,5.105,0.736,0.6873
VAL_M3B_2022_00103,SPEAKER_00,22,880.6986,881.1996,0.501,1,6,0.501,0.0,0,0.0,11.976,1.0,
VAL_M3B_2022_00103,SPEAKER_01,23,881.2196,902.1266,20.907,8,127,15.154,5.753,7,0.8219,6.075,0.725,0.6671
VAL_M3B_2022_00103,SPEAKER_00,24,902.6266,902.9566,0.33,1,3,0.33,0.0,0,0.0,9.091,1.0,
VAL_M3B_2022_00103,SPEAKER_01,25,903.2276,910.4286,7.201,3,57,6.161,1.04,2,0.52,7.916,0.856,0.6663
VAL_M3B_2022_00103,SPEAKER_00,26,911.2396,913.8216,2.582,1,21,2.582,0.0,0,0.0,8.133,1.0,
VAL_M3B_2022_00103,SPEAKER_01,27,913.8816,929.3416,15.46,4,87,12.667,2.793,3,0.931,5.627,0.819,0.6746
VAL_M3B_2022_00103,SPEAKER_00,28,930.4936,935.3366,4.843,2,21,4.023,0.82,1,0.82,4.336,0.831,
VAL_M3B_2022_00103,SPEAKER_01,29,935.5366,937.3786,1.842,1,18,1.842,0.0,0,0.0,9.772,1.0,0.8380
VAL_M3B_2022_00103,SPEAKER_00,30,938.8296,940.1316,1.302,1,6,1.302,0.0,0,0.0,4.608,1.0,
VAL_M3B_2022_00103,SPEAKER_01,31,940.1716,1001.1956,61.024,24,321,44.427,16.597,23,0.7216,5.26,0.728,0.6410
VAL_M3B_2022_00103,SPEAKER_00,32,1001.9156,1002.3156,0.4,1,2,0.4,0.0,0,0.0,5.0,1.0,
VAL_M3B_2022_00103,SPEAKER_01,33,1002.7556,1025.3696,22.614,12,102,14.532,8.082,11,0.7347,4.51,0.643,0.7366
VAL_M3B_2022_00103,SPEAKER_00,34,1025.9696,1028.1696,2.2,1,9,2.2,0.0,0,0.0,4.091,1.0,
VAL_M3B_2022_00103,SPEAKER_01,35,1029.5406,1107.8896,78.349,36,356,48.6539,29.6951,35,0.8484,4.544,0.621,0.7093
VAL_M3B_2022_00103,SPEAKER_00,36,1109.3896,1110.2096,0.82,1,7,0.82,0.0,0,0.0,8.537,1.0,
VAL_M3B_2022_00103,SPEAKER_01,37,1110.2296,1111.1996,0.97,1,10,0.97,0.0,0,0.0,10.309,1.0,0.6412
VAL_M3B_2022_00103,SPEAKER_00,38,1111.2496,1114.4106,3.161,2,21,2.52,0.641,1,0.641,6.643,0.797,
VAL_M3B_2022_00103,SPEAKER_01,39,1114.7706,1116.9406,2.17,1,12,2.17,0.0,0,0.0,5.53,1.0,0.8111
VAL_M3B_2022_00103,SPEAKER_00,40,1117.7416,1120.3116,2.57,1,12,2.57,0.0,0,0.0,4.669,1.0,
VAL_M3B_2022_00103,SPEAKER_01,41,1120.5316,1127.9036,7.372,3,37,5.471,1.901,2,0.9505,5.019,0.742,0.8680
VAL_M3B_2022_00103,SPEAKER_00,42,1128.2236,1128.6736,0.45,1,5,0.45,0.0,0,0.0,11.111,1.0,
VAL_M3B_2022_00103,SPEAKER_01,43,1128.9736,1166.1676,37.194,13,187,25.484,11.71,12,0.9758,5.028,0.685,0.6586
VAL_M3B_2022_0075,SPEAKER_00,1,783.5884,908.1094,124.521,64,604,87.508,37.013,63,0.5875,4.851,0.703,0.6926
VAL_M3B_2022_0075,SPEAKER_01,2,908.4404,911.3304,2.89,1,24,2.89,0.0,0,0.0,8.304,1.0,
VAL_M3B_2022_0075,SPEAKER_00,3,911.8424,946.1274,34.285,17,195,24.7869,9.4981,16,0.5936,5.688,0.723,0.6809
VAL_M3B_2022_0075,SPEAKER_01,4,946.4194,947.0394,0.62,1,2,0.62,0.0,0,0.0,3.226,1.0,
VAL_M3B_2022_0075,SPEAKER_00,5,947.2594,1040.0094,92.75,47,461,62.012,30.738,46,0.6682,4.97,0.669,0.6792
VAL_M3B_2022_0075,SPEAKER_01,6,1041.3644,1044.2854,2.921,1,20,2.921,0.0,0,0.0,6.847,1.0,
VAL_M3B_2022_0075,SPEAKER_00,7,1044.5854,1068.8724,24.287,10,99,16.962,7.325,9,0.8139,4.076,0.698,0.7026
VAL_M3B_2022_0075,SPEAKER_01,8,1070.3014,1071.0914,0.79,1,4,0.79,0.0,0,0.0,5.063,1.0,
VAL_M3B_2022_0075,SPEAKER_00,9,1071.2324,1162.3584,91.126,51,403,62.329,28.797,50,0.5759,4.422,0.684,0.6852
VAL_M3B_2022_0075,SPEAKER_01,10,1163.0584,1164.7884,1.73,1,11,1.73,0.0,0,0.0,6.358,1.0,
VAL_M3B_2022_0075,SPEAKER_00,11,1165.5504,1268.9164,103.366,43,413,63.888,39.478,42,0.94,3.996,0.618,0.7183
VAL_M3B_2022_0075,SPEAKER_01,12,1269.3974,1270.4384,1.041,1,7,1.041,0.0,0,0.0,6.724,1.0,
VAL_M3B_2022_0075,SPEAKER_00,13,1270.7184,1312.1844,41.466,19,170,27.881,13.585,18,0.7547,4.1,0.672,0.7206
VAL_M3B_2022_0075,SPEAKER_01,14,1312.9164,1313.0564,0.14,1,2,0.14,0.0,0,0.0,14.286,1.0,
VAL_M3B_2022_0075,SPEAKER_00,15,1313.9384,1480.4494,166.511,81,809,111.947,54.564,80,0.6821,4.859,0.672,0.7140
VAL_M3B_2022_0075,SPEAKER_01,16,1481.4404,1510.5004,29.06,12,131,17.185,11.875,11,1.0795,4.508,0.591,
VAL_M3B_2022_0075,SPEAKER_00,17,1510.9044,1514.5754,3.671,2,17,3.08,0.591,1,0.591,4.631,0.839,0.6715
VAL_M3B_2022_0075,SPEAKER_01,18,1514.8784,1518.7814,3.903,2,28,3.673,0.23,1,0.23,7.174,0.941,
VAL_M3B_2022_0075,SPEAKER_00,19,1518.8014,1564.1724,45.371,23,177,30.406,14.965,22,0.6802,3.901,0.67,0.6841
VAL_M3B_2022_0079,SPEAKER_00,1,430.8195,440.3665,9.547,4,21,4.14,5.407,3,1.8023,2.2,0.434,0.7367
VAL_M3B_2022_0079,SPEAKER_01,2,441.3275,458.4905,17.163,7,75,11.677,5.486,6,0.9143,4.37,0.68,
VAL_M3B_2022_0079,SPEAKER_00,3,460.9385,505.0115,44.073,22,155,24.894,19.179,21,0.9133,3.517,0.565,0.6570
VAL_M3B_2022_0079,SPEAKER_01,4,506.3225,510.4355,4.113,2,20,3.592,0.521,1,0.521,4.863,0.873,
VAL_M3B_2022_0079,SPEAKER_00,5,510.8055,522.5505,11.745,8,55,7.902,3.843,7,0.549,4.683,0.673,0.6872
VAL_M3B_2022_0079,SPEAKER_01,6,525.4035,531.9965,6.593,2,45,6.013,0.58,1,0.58,6.825,0.912,
VAL_M3B_2022_0079,SPEAKER_00,7,532.0885,553.0305,20.942,11,95,14.609,6.333,10,0.6333,4.536,0.698,0.6669
VAL_M3B_2022_0079,SPEAKER_01,8,556.9335,566.6495,9.716,3,37,6.511,3.205,2,1.6025,3.808,0.67,
VAL_M3B_2022_0079,SPEAKER_00,9,566.7805,605.6915,38.911,16,154,24.132,14.779,15,0.9853,3.958,0.62,0.5915
VAL_M3B_2022_0079,SPEAKER_01,10,606.8215,618.1655,11.344,3,48,8.673,2.671,2,1.3355,4.231,0.765,
VAL_M3B_2022_0079,SPEAKER_00,11,618.1855,636.6365,18.451,5,69,10.211,8.24,4,2.06,3.74,0.553,0.5123
VAL_M3B_2022_0079,SPEAKER_01,12,638.2635,643.5155,5.252,4,35,4.422,0.83,3,0.2767,6.664,0.842,
VAL_M3B_2022_0079,SPEAKER_00,13,643.6665,665.7785,22.112,11,81,11.918,10.194,10,1.0194,3.663,0.539,0.6434
VAL_M3B_2022_0079,SPEAKER_01,14,666.4325,669.7725,3.34,2,26,3.07,0.27,1,0.27,7.784,0.919,
VAL_M3B_2022_0079,SPEAKER_00,15,671.1145,681.8375,10.723,4,74,8.833,1.89,3,0.63,6.901,0.824,0.6607
VAL_M3B_2022_0079,SPEAKER_01,16,682.1405,688.7955,6.655,3,38,5.074,1.581,2,0.7905,5.71,0.762,
VAL_M3B_2022_0079,SPEAKER_00,17,688.8155,694.7465,5.931,3,27,4.591,1.34,2,0.67,4.552,0.774,0.5625
VAL_M3B_2022_0079,SPEAKER_01,18,696.3585,703.3635,7.005,3,27,5.155,1.85,2,0.925,3.854,0.736,
VAL_M3B_2022_0079,SPEAKER_00,19,704.6645,714.4395,9.775,4,41,6.33,3.445,3,1.1483,4.194,0.648,0.6134
VAL_M3B_2022_0079,SPEAKER_01,20,714.8645,733.0185,18.154,9,89,12.66,5.494,8,0.6867,4.903,0.697,
VAL_M3B_2022_0079,SPEAKER_00,21,735.1905,749.9875,14.797,7,68,9.61,5.187,6,0.8645,4.596,0.649,0.5731
VAL_M3B_2022_0079,SPEAKER_01,22,750.6205,755.9225,5.302,2,32,4.942,0.36,1,0.36,6.035,0.932,
VAL_M3B_2022_0079,SPEAKER_00,23,757.0035,783.9225,26.919,12,104,16.934,9.985,11,0.9077,3.863,0.629,0.7618
VAL_M3B_2022_0079,SPEAKER_01,24,784.5945,816.2635,31.669,11,185,24.708,6.961,10,0.6961,5.842,0.78,
VAL_M3B_2022_0079,SPEAKER_00,25,817.3965,824.8825,7.486,4,29,4.935,2.551,3,0.8503,3.874,0.659,0.6483
VAL_M3B_2022_0079,SPEAKER_01,26,826.0645,830.8375,4.773,3,23,3.43,1.343,2,0.6715,4.819,0.719,
VAL_M3B_2022_0079,SPEAKER_00,27,832.5495,855.6975,23.148,9,88,15.509,7.639,8,0.9549,3.802,0.67,0.6215
VAL_M3B_2022_0079,SPEAKER_01,28,856.2735,859.7685,3.495,1,9,3.495,0.0,0,0.0,2.575,1.0,
VAL_M3B_2022_0080,SPEAKER_00,1,533.9092,628.2522,94.343,43,326,59.586,34.757,42,0.8275,3.455,0.632,0.6488
VAL_M3B_2022_0080,SPEAKER_01,2,628.6822,630.6632,1.981,1,8,1.981,0.0,0,0.0,4.038,1.0,
VAL_M3B_2022_0080,SPEAKER_00,3,630.8032,836.1512,205.348,91,622,121.656,83.692,90,0.9299,3.029,0.592,0.6725
VAL_M3B_2022_0080,SPEAKER_01,4,837.5522,839.4222,1.87,1,12,1.87,0.0,0,0.0,6.417,1.0,
VAL_M3B_2022_0080,SPEAKER_00,5,839.7132,854.8202,15.107,9,45,8.563,6.544,8,0.818,2.979,0.567,0.6928
VAL_M3B_2022_0080,SPEAKER_01,6,855.5802,856.3502,0.77,1,4,0.77,0.0,0,0.0,5.195,1.0,
VAL_M3B_2022_0080,SPEAKER_00,7,856.6812,877.4362,20.755,11,84,14.659,6.096,10,0.6096,4.047,0.706,0.7204
VAL_M3B_2022_0080,SPEAKER_01,8,877.9972,879.2072,1.21,1,11,1.21,0.0,0,0.0,9.091,1.0,
VAL_M3B_2022_0080,SPEAKER_00,9,884.3322,979.4192,95.087,46,304,57.127,37.96,45,0.8436,3.197,0.601,0.6670
VAL_M3B_2022_0080,SPEAKER_01,10,979.8792,980.4492,0.57,1,4,0.57,0.0,0,0.0,7.018,1.0,
VAL_M3B_2022_0080,SPEAKER_00,11,981.7002,1018.8032,37.103,20,136,21.564,15.539,19,0.8178,3.665,0.581,0.6160
VAL_M3B_2022_0080,SPEAKER_01,12,1019.7882,1022.5592,2.771,2,15,1.92,0.851,1,0.851,5.413,0.693,
VAL_M3B_2022_0080,SPEAKER_00,13,1024.6722,1031.3552,6.683,4,22,3.72,2.963,3,0.9877,3.292,0.557,0.5685
VAL_M3B_2022_0080,SPEAKER_01,14,1033.6572,1034.6872,1.03,1,10,1.03,0.0,0,0.0,9.709,1.0,
VAL_M3B_2022_0080,SPEAKER_00,15,1035.1782,1036.1382,0.96,1,10,0.96,0.0,0,0.0,10.417,1.0,0.3028
VAL_M3B_2022_0080,SPEAKER_01,16,1037.0252,1038.6152,1.59,1,9,1.59,0.0,0,0.0,5.66,1.0,
VAL_M3B_2022_0080,SPEAKER_00,17,1040.4672,1048.4722,8.005,3,25,4.44,3.565,2,1.7825,3.123,0.555,0.5513
VAL_M3B_2022_0080,SPEAKER_01,18,1050.3722,1052.5022,2.13,1,15,2.13,0.0,0,0.0,7.042,1.0,
VAL_M3B_2022_0080,SPEAKER_00,19,1054.1362,1054.8562,0.72,1,4,0.72,0.0,0,0.0,5.556,1.0,0.8645
VAL_M3B_2022_0080,SPEAKER_01,20,1055.6862,1056.3262,0.64,1,4,0.64,0.0,0,0.0,6.25,1.0,
VAL_M3B_2022_0080,SPEAKER_00,21,1056.6972,1057.4472,0.75,1,6,0.75,0.0,0,0.0,8.0,1.0,0.5915
VAL_M3B_2022_0080,SPEAKER_01,22,1057.4982,1058.8682,1.37,1,2,1.37,0.0,0,0.0,1.46,1.0,
VAL_M3B_2022_0080,SPEAKER_00,23,1059.3992,1065.9712,6.572,4,15,2.92,3.652,3,1.2173,2.282,0.444,0.6712
VAL_M3B_2022_0096,SPEAKER_01,1,527.0232,529.0432,2.02,1,14,2.02,0.0,0,0.0,6.931,1.0,
VAL_M3B_2022_0096,SPEAKER_00,2,529.7952,530.0252,0.23,1,1,0.23,0.0,0,0.0,4.348,1.0,0.6260
VAL_M3B_2022_0096,SPEAKER_01,3,530.9362,534.2992,3.363,3,13,2.473,0.89,2,0.445,3.866,0.735,
VAL_M3B_2022_0096,SPEAKER_00,4,534.5992,536.3002,1.701,1,7,1.701,0.0,0,0.0,4.115,1.0,0.9107
VAL_M3B_2022_0096,SPEAKER_01,5,536.6802,544.6262,7.946,3,38,5.121,2.825,2,1.4125,4.782,0.644,
VAL_M3B_2022_0096,SPEAKER_00,6,545.6472,584.2002,38.553,13,127,27.532,11.021,12,0.9184,3.294,0.714,0.7951
VAL_M3B_2022_0096,SPEAKER_01,7,587.1302,590.2422,3.112,1,19,3.112,0.0,0,0.0,6.105,1.0,
VAL_M3B_2022_0096,SPEAKER_00,8,590.4022,599.9702,9.568,4,24,6.446,3.122,3,1.0407,2.508,0.674,0.8683
VAL_M3B_2022_0096,SPEAKER_01,9,600.5102,600.9102,0.4,1,3,0.4,0.0,0,0.0,7.5,1.0,
VAL_M3B_2022_0096,SPEAKER_00,10,601.0102,608.5362,7.526,2,27,5.683,1.843,1,1.843,3.588,0.755,0.7781
VAL_M3B_2022_0096,SPEAKER_01,11,609.1762,609.9462,0.77,1,5,0.77,0.0,0,0.0,6.494,1.0,
VAL_M3B_2022_0096,SPEAKER_00,12,610.6182,617.2622,6.644,3,29,3.412,3.232,2,1.616,4.365,0.514,0.7837
VAL_M3B_2022_0096,SPEAKER_01,13,618.1822,620.1432,1.961,1,13,1.961,0.0,0,0.0,6.629,1.0,
VAL_M3B_2022_0096,SPEAKER_00,14,620.6232,621.4432,0.82,1,4,0.82,0.0,0,0.0,4.878,1.0,0.8233
VAL_M3B_2022_0096,SPEAKER_01,15,622.3842,622.9642,0.58,1,5,0.58,0.0,0,0.0,8.621,1.0,
VAL_M3B_2022_0096,SPEAKER_00,16,623.1642,624.7052,1.541,1,14,1.541,0.0,0,0.0,9.085,1.0,0.7133
VAL_M3B_2022_0096,SPEAKER_01,17,626.1052,634.8092,8.704,5,53,6.912,1.792,4,0.448,6.089,0.794,
VAL_M3B_2022_0096,SPEAKER_00,18,635.3492,641.3922,6.043,2,34,4.842,1.201,1,1.201,5.626,0.801,0.7713
VAL_M3B_2022_0096,SPEAKER_01,19,642.3122,645.6342,3.322,1,21,3.322,0.0,0,0.0,6.321,1.0,
VAL_M3B_2022_0096,SPEAKER_00,20,646.8532,663.2032,16.35,8,63,11.66,4.69,7,0.67,3.853,0.713,0.7560
VAL_M3B_2022_0096,SPEAKER_01,21,664.8682,679.2422,14.374,7,50,8.61,5.764,6,0.9607,3.479,0.599,
VAL_M3B_2022_0096,SPEAKER_00,22,679.2622,711.7162,32.454,13,115,22.666,9.788,12,0.8157,3.543,0.698,0.8460
VAL_M3B_2022_0096,SPEAKER_01,23,711.9562,725.5802,13.624,7,60,10.481,3.143,6,0.5238,4.404,0.769,
VAL_M3B_2022_0096,SPEAKER_00,24,725.6802,726.2302,0.55,1,2,0.55,0.0,0,0.0,3.636,1.0,0.5305
VAL_M3B_2022_0096,SPEAKER_01,25,728.3062,741.6432,13.337,4,66,11.907,1.43,3,0.4767,4.949,0.893,
VAL_M3B_2022_0096,SPEAKER_00,26,742.2042,797.1602,54.956,16,170,34.747,20.209,15,1.3473,3.093,0.632,0.7734
VAL_M3B_2022_0096,SPEAKER_01,27,798.7922,807.8582,9.066,5,22,6.515,2.551,4,0.6378,2.427,0.719,
VAL_M3B_2022_0096,SPEAKER_00,28,808.5992,823.6682,15.069,4,31,6.904,8.165,3,2.7217,2.057,0.458,0.8889
VAL_M3B_2022_0096,SPEAKER_01,29,824.0882,824.8782,0.79,2,3,0.49,0.3,1,0.3,3.797,0.62,
VAL_M3B_2022_0096,SPEAKER_00,30,828.0912,838.6162,10.525,5,21,5.403,5.122,4,1.2805,1.995,0.513,0.9385
VAL_M3B_2022_0096,SPEAKER_01,31,839.4572,840.6572,1.2,2,6,0.91,0.29,1,0.29,5.0,0.758,
VAL_M3B_2022_0096,SPEAKER_00,32,841.7182,846.9642,5.246,2,14,2.43,2.816,1,2.816,2.669,0.463,0.5933
VAL_M3B_2022_0096,SPEAKER_01,33,848.0452,848.8852,0.84,1,3,0.84,0.0,0,0.0,3.571,1.0,
VAL_M3B_2022_0096,SPEAKER_00,34,849.0852,851.9672,2.882,2,12,2.07,0.812,1,0.812,4.164,0.718,0.6121
VAL_M3B_2022_0096,SPEAKER_01,35,853.6082,870.2972,16.689,7,56,9.917,6.772,6,1.1287,3.356,0.594,
VAL_M3B_2022_0096,SPEAKER_00,36,871.5782,874.1992,2.621,2,12,2.161,0.46,1,0.46,4.578,0.824,0.7913
VAL_M3B_2022_0096,SPEAKER_01,37,875.2542,877.8252,2.571,2,11,2.001,0.57,1,0.57,4.278,0.778,
VAL_M3B_2022_0096,SPEAKER_00,38,877.8952,878.8452,0.95,1,5,0.95,0.0,0,0.0,5.263,1.0,0.7700
VAL_M3B_2022_0096,SPEAKER_01,39,879.5162,884.2382,4.722,2,25,3.912,0.81,1,0.81,5.294,0.828,
VAL_M3B_2022_0096,SPEAKER_00,40,885.0392,887.5592,2.52,2,9,2.15,0.37,1,0.37,3.571,0.853,0.7032
VAL_M3B_2022_0096,SPEAKER_01,41,888.5202,891.9612,3.441,3,11,2.75,0.691,2,0.3455,3.197,0.799,
VAL_M3B_2022_0096,SPEAKER_00,42,893.7222,895.8222,2.1,2,4,1.78,0.32,1,0.32,1.905,0.848,0.5812
VAL_M3B_2022_0096,SPEAKER_01,43,896.3042,896.7542,0.45,1,3,0.45,0.0,0,0.0,6.667,1.0,
VAL_M3B_2022_0096,SPEAKER_00,44,897.2842,901.7262,4.442,2,13,2.922,1.52,1,1.52,2.927,0.658,0.7861
VAL_M3B_2022_0096,SPEAKER_01,45,903.4652,904.6662,1.201,1,5,1.201,0.0,0,0.0,4.163,1.0,
VAL_M3B_2022_0096,SPEAKER_00,46,905.2262,907.7072,2.481,2,15,2.211,0.27,1,0.27,6.046,0.891,0.8114
VAL_M3B_2022_0096,SPEAKER_01,47,908.5972,910.6772,2.08,1,15,2.08,0.0,0,0.0,7.212,1.0,
VAL_M3B_2022_0096,SPEAKER_00,48,911.2682,912.8782,1.61,1,14,1.61,0.0,0,0.0,8.696,1.0,0.7956
VAL_M3B_2022_0096,SPEAKER_01,49,915.7092,917.6392,1.93,1,8,1.93,0.0,0,0.0,4.145,1.0,
VAL_M3B_2022_0096,SPEAKER_00,50,917.8102,935.7462,17.936,6,41,8.98,8.956,5,1.7912,2.286,0.501,0.8317
VAL_M3B_2022_0096,SPEAKER_01,51,937.1212,938.4222,1.301,1,11,1.301,0.0,0,0.0,8.455,1.0,
VAL_M3B_2022_0096,SPEAKER_00,52,939.3632,948.5392,9.176,4,30,5.68,3.496,3,1.1653,3.269,0.619,0.8250
VAL_M3B_2022_0096,SPEAKER_01,53,949.3312,958.8692,9.538,4,29,4.605,4.933,3,1.6443,3.04,0.483,
VAL_M3B_2022_0096,SPEAKER_00,54,959.0492,960.2992,1.25,1,9,1.25,0.0,0,0.0,7.2,1.0,0.6070
VAL_M3B_2022_0096,SPEAKER_01,55,960.4392,961.1702,0.731,1,5,0.731,0.0,0,0.0,6.84,1.0,
VAL_M3B_2022_0096,SPEAKER_00,56,961.3902,961.8702,0.48,1,4,0.48,0.0,0,0.0,8.333,1.0,0.6070
VAL_M3B_2022_0096,SPEAKER_01,57,961.8902,975.7022,13.812,6,43,8.001,5.811,5,1.1622,3.113,0.579,
VAL_M3B_2022_0096,SPEAKER_00,58,977.0332,1012.1342,35.101,10,98,18.452,16.649,9,1.8499,2.792,0.526,0.8458
VAL_M3B_2022_0096,SPEAKER_01,59,1013.0762,1014.0472,0.971,1,9,0.971,0.0,0,0.0,9.269,1.0,
VAL_M3B_2022_0096,SPEAKER_00,60,1014.6772,1051.0132,36.336,12,109,23.165,13.171,11,1.1974,3.0,0.638,0.8846
VAL_M3B_2022_0096,SPEAKER_01,61,1052.6662,1053.1072,0.441,1,4,0.441,0.0,0,0.0,9.07,1.0,
VAL_M3B_2023_0017,SPEAKER_00,1,498.5656,569.6456,71.08,28,265,39.65,31.43,27,1.1641,3.728,0.558,0.7993
VAL_M3B_2023_0017,SPEAKER_01,2,571.6166,573.2666,1.65,1,10,1.65,0.0,0,0.0,6.061,1.0,
VAL_M3B_2023_0017,SPEAKER_00,3,573.6376,573.7876,0.15,1,1,0.15,0.0,0,0.0,6.667,1.0,0.8360
VAL_M3B_2023_0017,SPEAKER_01,4,575.5776,578.1586,2.581,1,19,2.581,0.0,0,0.0,7.361,1.0,
VAL_M3B_2023_0017,SPEAKER_00,5,579.1386,595.5406,16.402,6,57,11.292,5.11,5,1.022,3.475,0.688,0.7155
VAL_M3B_2023_0017,SPEAKER_01,6,598.8116,603.7526,4.941,3,27,3.811,1.13,2,0.565,5.464,0.771,
VAL_M3B_2023_0017,SPEAKER_00,7,604.4236,658.0456,53.622,25,168,30.507,23.115,24,0.9631,3.133,0.569,0.8076
VAL_M3B_2023_0017,SPEAKER_01,8,659.9066,662.4966,2.59,2,19,1.95,0.64,1,0.64,7.336,0.753,
VAL_M3B_2023_0017,SPEAKER_00,9,664.1076,681.5186,17.411,5,57,7.41,10.001,4,2.5003,3.274,0.426,0.7707
VAL_M3B_2023_0017,SPEAKER_01,10,683.7196,684.8996,1.18,1,8,1.18,0.0,0,0.0,6.78,1.0,
VAL_M3B_2023_0017,SPEAKER_00,11,685.8506,708.9516,23.101,8,58,9.452,13.649,7,1.9499,2.511,0.409,0.7602
VAL_M3B_2023_0017,SPEAKER_01,12,711.8536,716.5166,4.663,3,18,2.751,1.912,2,0.956,3.86,0.59,
VAL_M3B_2023_0017,SPEAKER_00,13,719.2376,727.7226,8.485,5,40,5.362,3.123,4,0.7807,4.714,0.632,0.6220
VAL_M3B_2023_0017,SPEAKER_01,14,737.1216,740.3826,3.261,2,13,1.601,1.66,1,1.66,3.987,0.491,
VAL_M3B_2023_0017,SPEAKER_00,15,741.8636,774.0946,32.231,13,80,14.267,17.964,12,1.497,2.482,0.443,0.8016
VAL_M3B_2023_0017,SPEAKER_01,16,777.4176,786.1016,8.684,6,45,6.674,2.01,5,0.402,5.182,0.769,
VAL_M3B_2023_0017,SPEAKER_00,17,786.4046,854.4836,68.079,26,260,39.19,28.889,25,1.1556,3.819,0.576,0.7541
VAL_M3B_2023_0017,SPEAKER_01,18,855.0256,855.4056,0.38,1,3,0.38,0.0,0,0.0,7.895,1.0,
VAL_M3B_2023_0017,SPEAKER_00,19,855.6356,856.0056,0.37,1,3,0.37,0.0,0,0.0,8.108,1.0,0.7800
VAL_M3B_2023_0017,SPEAKER_01,20,857.8156,858.3056,0.49,1,5,0.49,0.0,0,0.0,10.204,1.0,
VAL_M3B_2023_0017,SPEAKER_00,21,859.8576,935.9526,76.095,28,259,38.445,37.65,27,1.3944,3.404,0.505,0.8283
VAL_M3B_2023_0017,SPEAKER_01,22,938.1316,943.8616,5.73,4,26,4.34,1.39,3,0.4633,4.538,0.757,
VAL_M3B_2023_0017,SPEAKER_00,23,944.4556,962.8146,18.359,7,83,12.168,6.191,6,1.0318,4.521,0.663,0.7706
VAL_M3B_2023_0017,SPEAKER_01,24,965.0476,966.2976,1.25,1,6,1.25,0.0,0,0.0,4.8,1.0,
