file,speaker,turn_id,turn_start,turn_end,turn_duration_s,n_ips,n_vowels,speech_time_s,pause_time_s,n_pauses,mean_pause_s,speech_rate_vps,speaking_proportion,conf_median_ips
VAL_M3B_2023_0017,SPEAKER_00,25,966.9886,993.7666,26.778,13,95,16.538,10.24,12,0.8533,3.548,0.618,0.7713
VAL_M3B_2023_0017,SPEAKER_01,26,994.8596,995.9726,1.113,2,4,0.566,0.547,1,0.547,3.594,0.509,
VAL_M3B_2026_00642,SPEAKER_00,1,568.3251,580.7601,12.435,8,59,8.523,3.912,7,0.5589,4.745,0.685,0.7230
VAL_M3B_2026_00642,SPEAKER_01,2,582.9181,588.5121,5.594,2,22,4.694,0.9,1,0.9,3.933,0.839,
VAL_M3B_2026_00642,SPEAKER_00,3,588.9921,1013.7461,424.754,182,1485,234.127,190.627,181,1.0532,3.496,0.551,0.7729
VAL_M3B_2026_00642,SPEAKER_01,4,1021.2311,1022.8011,1.57,1,7,1.57,0.0,0,0.0,4.459,1.0,
VAL_M3B_2026_00642,SPEAKER_00,5,1022.8721,1046.3681,23.496,12,82,15.401,8.095,11,0.7359,3.49,0.655,0.7440
VAL_M3B_2026_00642,SPEAKER_01,6,1047.3241,1049.6141,2.29,1,15,2.29,0.0,0,0.0,6.55,1.0,
VAL_M3B_2026_00642,SPEAKER_00,7,1050.1051,1050.3951,0.29,1,3,0.29,0.0,0,0.0,10.345,1.0,0.4140
VAL_M3B_2026_00642,SPEAKER_01,8,1050.6051,1052.3661,1.761,1,12,1.761,0.0,0,0.0,6.814,1.0,
VAL_M3B_2026_00642,SPEAKER_00,9,1052.7861,1080.6501,27.864,16,82,13.13,14.734,15,0.9823,2.943,0.471,0.6738
VAL_M3B_2026_00642,SPEAKER_01,10,1082.6011,1088.0631,5.462,2,19,3.922,1.54,1,1.54,3.479,0.718,
VAL_M3B_2026_00642,SPEAKER_00,11,1089.0231,1116.0391,27.016,11,107,17.624,9.392,10,0.9392,3.961,0.652,0.7686
VAL_M3B_2026_00642,SPEAKER_01,12,1120.2431,1123.4661,3.223,1,16,3.223,0.0,0,0.0,4.964,1.0,
VAL_M3B_2026_00642,SPEAKER_00,13,1123.8261,1136.4841,12.658,7,32,5.435,7.223,6,1.2038,2.528,0.429,0.7586
VAL_M3B_2026_00644,SPEAKER_00,1,553.9646,571.7406,17.776,7,81,13.776,4.0,6,0.6667,4.557,0.775,0.7690
VAL_M3B_2026_00644,SPEAKER_01,2,573.7016,583.2746,9.573,3,39,8.24,1.333,2,0.6665,4.074,0.861,
VAL_M3B_2026_00644,SPEAKER_00,3,584.0476,605.7116,21.664,7,122,19.272,2.392,6,0.3987,5.631,0.89,0.7072
VAL_M3B_2026_00644,SPEAKER_01,4,607.3926,613.4956,6.103,3,23,4.163,1.94,2,0.97,3.769,0.682,
VAL_M3B_2026_00644,SPEAKER_00,5,614.5366,626.8236,12.287,4,58,10.797,1.49,3,0.4967,4.72,0.879,0.8100
VAL_M3B_2026_00644,SPEAKER_01,6,628.6336,648.0326,19.399,6,78,14.932,4.467,5,0.8934,4.021,0.77,
VAL_M3B_2026_00644,SPEAKER_00,7,649.5536,683.2215,33.6679,14,168,26.6589,7.009,13,0.5392,4.99,0.792,0.7413
VAL_M3B_2026_00644,SPEAKER_01,8,684.6516,698.9956,14.344,4,51,11.544,2.8,3,0.9333,3.555,0.805,
VAL_M3B_2026_00644,SPEAKER_00,9,700.9756,720.2506,19.275,9,102,15.325,3.95,8,0.4937,5.292,0.795,0.6342
VAL_M3B_2026_00644,SPEAKER_01,10,722.3106,734.6036,12.293,3,62,10.943,1.35,2,0.675,5.044,0.89,
VAL_M3B_2026_00644,SPEAKER_00,11,735.3166,769.6966,34.38,11,172,29.523,4.857,10,0.4857,5.003,0.859,0.7478
VAL_M3B_2026_00644,SPEAKER_01,12,770.3516,772.0326,1.681,1,4,1.681,0.0,0,0.0,2.38,1.0,
VAL_M3B_2026_00644,SPEAKER_00,13,773.2066,790.9246,17.718,4,97,16.408,1.31,3,0.4367,5.475,0.926,0.7272
VAL_M3B_2026_00644,SPEAKER_01,14,792.2366,800.2566,8.02,2,38,7.66,0.36,1,0.36,4.738,0.955,
VAL_M3B_2026_00644,SPEAKER_00,15,800.5416,828.6596,28.118,10,150,24.621,3.497,9,0.3886,5.335,0.876,0.7735
VAL_M3B_2026_00644,SPEAKER_01,16,830.2696,833.7116,3.442,2,12,2.13,1.312,1,1.312,3.486,0.619,
VAL_M3B_2026_00644,SPEAKER_00,17,834.7426,845.7546,11.012,3,64,9.171,1.841,2,0.9205,5.812,0.833,0.6871
VAL_M3B_2026_00644,SPEAKER_01,18,846.4976,851.0176,4.52,2,25,4.27,0.25,1,0.25,5.531,0.945,
VAL_M3B_2026_00644,SPEAKER_00,19,851.5096,860.3796,8.87,3,52,8.31,0.56,2,0.28,5.862,0.937,0.7589
VAL_M3B_2026_00644,SPEAKER_01,20,863.2906,876.6266,13.336,3,70,11.745,1.591,2,0.7955,5.249,0.881,
VAL_M3B_2026_00644,SPEAKER_00,21,876.7976,930.3986,53.601,15,254,45.788,7.813,14,0.5581,4.739,0.854,0.7965
VAL_M3B_2026_00644,SPEAKER_01,22,932.0796,947.1416,15.062,5,58,12.59,2.472,4,0.618,3.851,0.836,
VAL_M3B_2026_00644,SPEAKER_00,23,947.7816,970.6696,22.888,8,133,19.811,3.077,7,0.4396,5.811,0.866,0.8337
VAL_M3B_2026_00644,SPEAKER_01,24,972.0216,978.1646,6.143,1,17,6.143,0.0,0,0.0,2.767,1.0,
VAL_M3B_2026_00644,SPEAKER_00,25,979.7056,1012.5186,32.813,11,143,27.439,5.374,10,0.5374,4.358,0.836,0.7813
VAL_M3B_2026_00644,SPEAKER_01,26,1012.6786,1016.1306,3.452,1,21,3.452,0.0,0,0.0,6.083,1.0,
VAL_M3B_2026_00644,SPEAKER_00,27,1017.6076,1038.4376,20.83,6,115,17.383,3.447,5,0.6894,5.521,0.835,0.6737
VAL_M3B_2026_00644,SPEAKER_01,28,1039.5386,1051.5986,12.06,4,38,9.362,2.698,3,0.8993,3.151,0.776,
VAL_M3B_2026_00644,SPEAKER_00,29,1052.2126,1074.5586,22.346,6,99,17.586,4.76,5,0.952,4.43,0.787,0.7703
VAL_M3B_2026_00644,SPEAKER_01,30,1083.2526,1096.1766,12.924,4,54,11.494,1.43,3,0.4767,4.178,0.889,
VAL_M3B_2026_00644,SPEAKER_00,31,1097.6636,1107.1246,9.461,4,48,7.693,1.768,3,0.5893,5.073,0.813,0.7502
VAL_M3M_2020_00129,SPEAKER_00,1,669.3592,694.1882,24.829,8,99,18.082,6.747,7,0.9639,3.987,0.728,0.8177
VAL_M3M_2020_00129,SPEAKER_01,2,695.3852,700.4282,5.043,2,33,4.663,0.38,1,0.38,6.544,0.925,
VAL_M3M_2020_00129,SPEAKER_00,3,700.7482,840.2032,139.455,48,567,106.314,33.141,47,0.7051,4.066,0.762,0.8178
VAL_M3M_2020_00129,SPEAKER_01,4,841.9332,851.1382,9.205,2,52,8.832,0.373,1,0.373,5.649,0.959,
VAL_M3M_2020_00129,SPEAKER_00,5,851.4632,898.8642,47.401,13,213,38.091,9.31,12,0.7758,4.494,0.804,0.7893
VAL_M3M_2020_00129,SPEAKER_01,6,899.9242,909.7712,9.847,2,39,7.707,2.14,1,2.14,3.961,0.783,
VAL_M3M_2020_00129,SPEAKER_00,7,910.3722,979.1172,68.745,27,278,46.1711,22.5739,26,0.8682,4.044,0.672,0.8372
VAL_M3M_2020_00129,SPEAKER_01,8,979.9572,981.5772,1.62,1,7,1.62,0.0,0,0.0,4.321,1.0,
VAL_M3M_2020_00129,SPEAKER_00,9,982.1992,1030.2102,48.011,19,191,34.026,13.985,18,0.7769,3.978,0.709,0.8253
VAL_M3M_2020_00129,SPEAKER_01,10,1032.0882,1041.1432,9.055,3,42,8.074,0.981,2,0.4905,4.638,0.892,
VAL_M3M_2020_00129,SPEAKER_00,11,1042.3552,1108.6082,66.253,22,280,45.196,21.057,21,1.0027,4.226,0.682,0.7690
VAL_M3M_2020_00129,SPEAKER_01,12,1110.7802,1116.8732,6.093,3,20,4.913,1.18,2,0.59,3.282,0.806,
VAL_M3M_2020_00129,SPEAKER_00,13,1118.4202,1174.7812,56.361,19,276,42.179,14.182,18,0.7879,4.897,0.748,0.7740
VAL_M3M_2020_00129,SPEAKER_01,14,1176.9752,1181.5262,4.551,3,24,3.021,1.53,2,0.765,5.274,0.664,
VAL_M3M_2020_00129,SPEAKER_00,15,1182.4272,1286.0382,103.611,37,467,78.4961,25.1149,36,0.6976,4.507,0.758,0.7900
VAL_M3M_2020_00129,SPEAKER_01,16,1287.3412,1303.9872,16.646,4,77,13.015,3.631,3,1.2103,4.626,0.782,
VAL_M3M_2020_00129,SPEAKER_00,17,1304.8362,1338.3702,33.534,17,119,22.404,11.13,16,0.6956,3.549,0.668,0.7877
VAL_M3M_2020_00139,SPEAKER_01,1,560.4042,1037.4962,477.092,166,1988,322.515,154.577,165,0.9368,4.167,0.676,0.7775
VAL_M3M_2020_00139,SPEAKER_00,2,1039.1772,1049.6232,10.446,5,40,7.821,2.625,4,0.6562,3.829,0.749,
VAL_M3M_2020_00139,SPEAKER_01,3,1050.6442,1118.2812,67.637,25,289,45.2039,22.4331,24,0.9347,4.273,0.668,0.8037
VAL_M3M_2020_00139,UNKNOWN,4,1118.9112,1119.2032,0.292,1,3,0.292,0.0,0,0.0,10.274,1.0,
VAL_M3M_2020_00161,SPEAKER_01,1,558.019,841.918,283.899,99,1232,213.336,70.563,98,0.72,4.34,0.751,0.7938
VAL_M3M_2020_00161,SPEAKER_00,2,842.744,854.8,12.056,4,73,10.182,1.874,3,0.6247,6.055,0.845,
VAL_M3M_2020_00161,SPEAKER_01,3,856.181,1032.898,176.717,64,739,123.45,53.267,63,0.8455,4.182,0.699,0.8302
VAL_M3M_2020_00161,SPEAKER_00,4,1034.039,1040.649,6.61,2,19,5.45,1.16,1,1.16,2.874,0.825,
VAL_M3M_2020_00161,UNKNOWN,5,1041.48,1041.8,0.32,1,0,0.32,0.0,0,0.0,0.0,1.0,
VAL_M3M_2020_00161,SPEAKER_00,6,1043.06,1055.948,12.888,8,68,10.513,2.375,7,0.3393,5.276,0.816,
VAL_M3M_2020_00161,SPEAKER_01,7,1056.979,1115.327,58.348,18,292,46.816,11.532,17,0.6784,5.004,0.802,0.8102
VAL_M3M_2022_00107,SPEAKER_01,1,566.3699,597.1109,30.741,9,152,24.827,5.914,8,0.7392,4.945,0.808,0.7711
VAL_M3M_2022_00107,SPEAKER_00,2,597.1309,605.0149,7.884,4,21,6.104,1.78,3,0.5933,2.664,0.774,
VAL_M3M_2022_00107,SPEAKER_01,3,605.2749,628.4529,23.178,9,92,16.218,6.96,8,0.87,3.969,0.7,0.7723
VAL_M3M_2022_00107,SPEAKER_00,4,628.4729,634.5829,6.11,4,24,4.06,2.05,3,0.6833,3.928,0.664,
VAL_M3M_2022_00107,SPEAKER_01,5,634.9559,636.6659,1.71,1,16,1.71,0.0,0,0.0,9.357,1.0,0.7594
VAL_M3M_2022_00107,SPEAKER_00,6,636.9569,637.6769,0.72,1,4,0.72,0.0,0,0.0,5.556,1.0,
VAL_M3M_2022_00107,SPEAKER_01,7,637.9979,647.9829,9.985,5,41,6.992,2.993,4,0.7482,4.106,0.7,0.7489
VAL_M3M_2022_00107,SPEAKER_00,8,648.1939,649.5739,1.38,1,6,1.38,0.0,0,0.0,4.348,1.0,
VAL_M3M_2022_00107,SPEAKER_01,9,649.8749,657.1969,7.322,3,30,5.691,1.631,2,0.8155,4.097,0.777,0.8528
VAL_M3M_2022_00107,SPEAKER_00,10,658.2979,660.4589,2.161,2,7,1.921,0.24,1,0.24,3.239,0.889,
VAL_M3M_2022_00107,SPEAKER_01,11,660.4989,662.9199,2.421,1,21,2.421,0.0,0,0.0,8.674,1.0,0.7768
VAL_M3M_2022_00107,SPEAKER_00,12,662.9999,666.0209,3.021,2,11,2.771,0.25,1,0.25,3.641,0.917,
VAL_M3M_2022_00107,SPEAKER_01,13,666.3409,691.4839,25.143,5,82,16.295,8.848,4,2.212,3.261,0.648,0.7845
VAL_M3M_2022_00107,SPEAKER_00,14,692.5549,693.2449,0.69,1,4,0.69,0.0,0,0.0,5.797,1.0,
VAL_M3M_2022_00107,SPEAKER_01,15,693.6049,694.0149,0.41,1,4,0.41,0.0,0,0.0,9.756,1.0,0.8970
VAL_M3M_2022_00107,SPEAKER_00,16,694.2059,696.5559,2.35,1,15,2.35,0.0,0,0.0,6.383,1.0,
VAL_M3M_2022_00107,SPEAKER_01,17,697.0459,744.5449,47.499,15,199,37.7671,9.7319,14,0.6951,4.19,0.795,0.8200
VAL_M3M_2022_00107,SPEAKER_00,18,746.9969,749.7069,2.71,1,17,2.71,0.0,0,0.0,6.273,1.0,
VAL_M3M_2022_00107,SPEAKER_01,19,750.3979,759.4699,9.072,5,45,6.83,2.242,4,0.5605,4.96,0.753,0.6830
VAL_M3M_2022_00107,SPEAKER_00,20,759.9009,763.7619,3.861,2,18,3.031,0.83,1,0.83,4.662,0.785,
VAL_M3M_2022_00107,SPEAKER_01,21,764.1379,799.9819,35.844,16,157,25.216,10.628,15,0.7085,4.38,0.703,0.8027
VAL_M3M_2022_00107,SPEAKER_00,22,800.3819,820.9969,20.615,11,66,14.713,5.902,10,0.5902,3.202,0.714,
VAL_M3M_2022_00107,SPEAKER_01,23,821.9299,822.1799,0.25,1,1,0.25,0.0,0,0.0,4.0,1.0,
VAL_M3M_2022_00107,SPEAKER_00,24,823.3009,824.2109,0.91,1,8,0.91,0.0,0,0.0,8.791,1.0,
VAL_M3M_2022_00107,SPEAKER_01,25,825.4819,827.5119,2.03,1,17,2.03,0.0,0,0.0,8.374,1.0,0.8113
VAL_M3M_2022_00107,SPEAKER_00,26,829.6059,833.9699,4.364,3,15,3.504,0.86,2,0.43,3.437,0.803,
VAL_M3M_2022_00107,SPEAKER_01,27,838.1529,847.3389,9.186,4,46,6.666,2.52,3,0.84,5.008,0.726,0.7932
VAL_M3M_2022_00107,SPEAKER_00,28,847.9609,849.2909,1.33,1,9,1.33,0.0,0,0.0,6.767,1.0,
VAL_M3M_2022_00107,SPEAKER_01,29,850.4729,855.7369,5.264,2,37,4.561,0.703,1,0.703,7.029,0.866,0.7850
VAL_M3M_2022_00107,SPEAKER_00,30,856.1479,857.0279,0.88,1,8,0.88,0.0,0,0.0,9.091,1.0,
VAL_M3M_2022_00107,SPEAKER_01,31,857.9689,859.1289,1.16,1,7,1.16,0.0,0,0.0,6.034,1.0,0.8195
VAL_M3M_2022_00107,SPEAKER_00,32,859.1489,861.0789,1.93,1,10,1.93,0.0,0,0.0,5.181,1.0,
VAL_M3M_2022_00107,SPEAKER_01,33,861.5699,864.7899,3.22,2,24,2.4,0.82,1,0.82,7.453,0.745,0.7835
VAL_M3M_2022_00107,SPEAKER_00,34,864.8099,866.5109,1.701,2,10,1.381,0.32,1,0.32,5.879,0.812,
VAL_M3M_2022_00107,SPEAKER_01,35,866.6509,899.3259,32.675,12,160,26.855,5.82,11,0.5291,4.897,0.822,0.7613
VAL_M3M_2022_00107,SPEAKER_00,36,901.0339,908.5639,7.53,3,29,6.18,1.35,2,0.675,3.851,0.821,
VAL_M3M_2022_00107,SPEAKER_01,37,908.6189,926.0699,17.451,5,85,14.811,2.64,4,0.66,4.871,0.849,0.7020
VAL_M3M_2022_00107,SPEAKER_00,38,926.0899,927.9599,1.87,1,14,1.87,0.0,0,0.0,7.487,1.0,
VAL_M3M_2022_00107,SPEAKER_01,39,929.3139,947.6639,18.35,7,94,13.94,4.41,6,0.735,5.123,0.76,0.7089
VAL_M3M_2022_00107,SPEAKER_00,40,947.6839,950.3449,2.661,2,8,2.351,0.31,1,0.31,3.006,0.884,
VAL_M3M_2022_00107,SPEAKER_01,41,950.9059,958.9699,8.064,2,50,6.664,1.4,1,1.4,6.2,0.826,0.6785
VAL_M3M_2022_00107,SPEAKER_00,42,959.5579,960.1879,0.63,1,3,0.63,0.0,0,0.0,4.762,1.0,
VAL_M3M_2022_00107,SPEAKER_01,43,960.2779,975.8459,15.568,6,72,13.244,2.324,5,0.4648,4.625,0.851,0.7933
VAL_M3M_2022_00107,SPEAKER_00,44,976.2859,977.1459,0.86,1,5,0.86,0.0,0,0.0,5.814,1.0,
VAL_M3M_2022_00107,SPEAKER_01,45,977.3459,978.8959,1.55,1,12,1.55,0.0,0,0.0,7.742,1.0,0.7966
VAL_M3M_2022_00107,SPEAKER_00,46,979.5869,982.5489,2.962,2,13,2.732,0.23,1,0.23,4.389,0.922,
VAL_M3M_2022_00107,SPEAKER_01,47,982.8889,999.6709,16.782,6,69,13.446,3.336,5,0.6672,4.112,0.801,0.8020
VAL_M3M_2022_00107,SPEAKER_00,48,999.6909,1003.5519,3.861,2,11,2.611,1.25,1,1.25,2.849,0.676,
VAL_M3M_2022_00107,SPEAKER_01,49,1004.0319,1005.8129,1.781,2,10,1.401,0.38,1,0.38,5.615,0.787,0.8125
VAL_M3M_2022_00107,SPEAKER_00,50,1006.1529,1010.2539,4.101,2,20,3.811,0.29,1,0.29,4.877,0.929,
VAL_M3M_2022_00107,SPEAKER_01,51,1010.6449,1025.1519,14.507,4,85,12.462,2.045,3,0.6817,5.859,0.859,0.7711
VAL_M3M_2022_00107,SPEAKER_00,52,1025.6429,1034.3129,8.67,3,32,6.97,1.7,2,0.85,3.691,0.804,
VAL_M3M_2022_00107,SPEAKER_01,53,1034.8439,1051.3239,16.48,6,84,12.572,3.908,5,0.7816,5.097,0.763,0.7835
VAL_M3M_2022_00107,SPEAKER_00,54,1051.8239,1053.4439,1.62,1,9,1.62,0.0,0,0.0,5.556,1.0,
VAL_M3M_2022_00107,SPEAKER_01,55,1053.8849,1054.5549,0.67,1,5,0.67,0.0,0,0.0,7.463,1.0,0.3950
VAL_M3M_2022_00107,SPEAKER_00,56,1054.9049,1057.5249,2.62,1,13,2.62,0.0,0,0.0,4.962,1.0,
VAL_M3M_2022_00107,SPEAKER_01,57,1059.3759,1059.6459,0.27,1,2,0.27,0.0,0,0.0,7.407,1.0,
VAL_M3M_2022_00107,SPEAKER_00,58,1059.7259,1065.6769,5.951,2,26,4.64,1.311,1,1.311,4.369,0.78,
VAL_M3M_2022_00107,SPEAKER_01,59,1066.6069,1080.4169,13.81,5,72,10.955,2.855,4,0.7137,5.214,0.793,0.8108
VAL_M3M_2022_00107,SPEAKER_00,60,1081.1579,1087.3809,6.223,2,27,5.273,0.95,1,0.95,4.339,0.847,
VAL_M3M_2022_00107,SPEAKER_01,61,1087.6709,1096.2859,8.615,4,44,6.675,1.94,3,0.6467,5.107,0.775,0.7787
VAL_M3M_2022_00107,SPEAKER_00,62,1098.1469,1100.9489,2.802,2,17,2.202,0.6,1,0.6,6.067,0.786,
VAL_M3M_2022_00107,SPEAKER_01,63,1101.9709,1123.8229,21.852,12,81,14.219,7.633,11,0.6939,3.707,0.651,0.8387
VAL_M3M_2022_00107,SPEAKER_00,64,1123.9429,1125.1239,1.181,2,10,0.911,0.27,1,0.27,8.467,0.771,
VAL_M3M_2022_00107,SPEAKER_01,65,1125.2239,1132.0378,6.8139,2,36,5.8999,0.914,1,0.914,5.283,0.866,0.6550
VAL_M3M_2022_00109,SPEAKER_00,1,498.6054,540.7964,42.191,16,202,32.779,9.412,15,0.6275,4.788,0.777,0.8258
VAL_M3M_2022_00109,SPEAKER_01,2,541.4494,543.0914,1.642,1,18,1.642,0.0,0,0.0,10.962,1.0,
VAL_M3M_2022_00109,SPEAKER_00,3,545.1644,564.7014,19.537,8,83,15.077,4.46,7,0.6371,4.248,0.772,0.8558
VAL_M3M_2022_00109,SPEAKER_01,4,565.2714,575.3444,10.073,4,47,7.702,2.371,3,0.7903,4.666,0.765,
VAL_M3M_2022_00109,SPEAKER_00,5,576.6844,627.2814,50.597,15,239,36.779,13.818,14,0.987,4.724,0.727,0.7743
VAL_M3M_2022_00109,SPEAKER_01,6,627.7224,631.2064,3.484,2,22,2.784,0.7,1,0.7,6.315,0.799,
VAL_M3M_2022_00109,SPEAKER_00,7,632.5074,650.3144,17.807,8,102,14.723,3.084,7,0.4406,5.728,0.827,0.6920
VAL_M3M_2022_00109,SPEAKER_01,8,651.5144,653.4864,1.972,1,15,1.972,0.0,0,0.0,7.606,1.0,
VAL_M3M_2022_00109,SPEAKER_00,9,653.5064,685.6554,32.149,9,183,26.327,5.822,8,0.7278,5.692,0.819,0.7665
VAL_M3M_2022_00109,SPEAKER_01,10,686.8954,688.0254,1.13,1,5,1.13,0.0,0,0.0,4.425,1.0,
VAL_M3M_2022_00109,SPEAKER_00,11,688.1774,701.4704,13.293,4,78,10.654,2.639,3,0.8797,5.868,0.801,0.6987
VAL_M3M_2022_00109,SPEAKER_01,12,703.0724,706.6334,3.561,2,18,2.07,1.491,1,1.491,5.055,0.581,
VAL_M3M_2022_00109,SPEAKER_00,13,707.0734,709.1734,2.1,2,12,1.68,0.42,1,0.42,5.714,0.8,0.5437
VAL_M3M_2022_00109,SPEAKER_01,14,709.4734,711.2944,1.821,1,11,1.821,0.0,0,0.0,6.041,1.0,
VAL_M3M_2022_00109,SPEAKER_00,15,711.3144,749.1714,37.857,16,131,24.662,13.195,15,0.8797,3.46,0.651,0.8108
VAL_M3M_2022_00109,SPEAKER_01,16,750.6714,753.6624,2.991,2,19,2.631,0.36,1,0.36,6.352,0.88,
VAL_M3M_2022_00109,SPEAKER_00,17,753.9824,830.1834,76.201,29,322,47.989,28.212,28,1.0076,4.226,0.63,0.7839
VAL_M3M_2022_00109,SPEAKER_01,18,831.6264,832.7474,1.121,1,8,1.121,0.0,0,0.0,7.136,1.0,
VAL_M3M_2022_00109,SPEAKER_00,19,834.0594,894.3634,60.304,17,332,44.427,15.877,16,0.9923,5.505,0.737,0.7288
VAL_M3M_2022_00109,SPEAKER_01,20,895.6034,897.1634,1.56,1,12,1.56,0.0,0,0.0,7.692,1.0,
VAL_M3M_2022_00109,SPEAKER_00,21,898.7064,904.7884,6.082,2,44,5.021,1.061,1,1.061,7.234,0.826,0.7105
VAL_M3M_2022_00109,SPEAKER_01,22,906.1594,908.1094,1.95,1,16,1.95,0.0,0,0.0,8.205,1.0,
VAL_M3M_2022_00109,SPEAKER_00,23,909.2524,996.3694,87.117,29,374,65.164,21.953,28,0.784,4.293,0.748,0.7856
VAL_M3M_2022_0085,SPEAKER_01,1,434.6782,477.9912,43.313,20,179,26.163,17.15,19,0.9026,4.133,0.604,0.7405
VAL_M3M_2022_0085,SPEAKER_00,2,480.1722,487.2832,7.111,4,30,4.29,2.821,3,0.9403,4.219,0.603,
VAL_M3M_2022_0085,SPEAKER_01,3,488.7842,570.1492,81.365,29,286,48.923,32.442,28,1.1586,3.515,0.601,0.7516
VAL_M3M_2022_0085,SPEAKER_00,4,572.2962,573.3862,1.09,1,8,1.09,0.0,0,0.0,7.339,1.0,
VAL_M3M_2022_0085,SPEAKER_01,5,574.4382,619.7962,45.358,15,164,28.142,17.216,14,1.2297,3.616,0.62,0.7727
VAL_M3M_2022_0085,SPEAKER_00,6,623.3682,627.6992,4.331,2,26,3.63,0.701,1,0.701,6.003,0.838,
VAL_M3M_2022_0085,SPEAKER_01,7,627.7712,681.4612,53.69,21,151,26.326,27.364,20,1.3682,2.812,0.49,0.7857
VAL_M3M_2022_0085,SPEAKER_00,8,683.9732,694.8002,10.827,4,57,8.025,2.802,3,0.934,5.265,0.741,
VAL_M3M_2022_0085,SPEAKER_01,9,699.3002,746.0202,46.72,15,171,33.406,13.314,14,0.951,3.66,0.715,0.7806
VAL_M3M_2022_0085,UNKNOWN,10,748.6812,748.9812,0.3,1,5,0.3,0.0,0,0.0,16.667,1.0,
VAL_M3M_2022_0085,SPEAKER_01,11,763.0642,787.6822,24.618,8,98,14.908,9.71,7,1.3871,3.981,0.606,0.7365
VAL_M3M_2022_0085,SPEAKER_00,12,793.8202,821.5162,27.696,6,58,10.005,17.691,5,3.5382,2.094,0.361,
VAL_M3M_2022_0085,SPEAKER_01,13,827.5412,868.9344,41.3932,14,172,29.8582,11.535,13,0.8873,4.155,0.721,0.8320
VAL_M3M_2022_0092,SPEAKER_00,1,576.9022,627.6162,50.714,25,154,30.756,19.958,24,0.8316,3.037,0.606,0.6508
VAL_M3M_2022_0092,UNKNOWN,2,627.8972,634.4692,6.572,3,28,4.95,1.622,2,0.811,4.26,0.753,
VAL_M3M_2022_0092,SPEAKER_01,3,636.6802,644.5142,7.834,4,38,6.54,1.294,3,0.4313,4.851,0.835,
VAL_M3M_2022_0092,SPEAKER_00,4,646.9262,670.2262,23.3,10,97,18.573,4.727,9,0.5252,4.163,0.797,0.6431
VAL_M3M_2022_0092,SPEAKER_01,5,670.8972,675.0672,4.17,2,17,3.2,0.97,1,0.97,4.077,0.767,
VAL_M3M_2022_0092,SPEAKER_00,6,675.4802,675.7102,0.23,1,1,0.23,0.0,0,0.0,4.348,1.0,0.6310
VAL_M3M_2022_0092,SPEAKER_01,7,676.2012,676.7012,0.5,1,3,0.5,0.0,0,0.0,6.0,1.0,
VAL_M3M_2022_0092,SPEAKER_00,8,677.9022,681.3122,3.41,1,16,3.41,0.0,0,0.0,4.692,1.0,0.5588
VAL_M3M_2022_0092,SPEAKER_01,9,681.9642,688.0372,6.073,4,32,4.692,1.381,3,0.4603,5.269,0.773,
VAL_M3M_2022_0092,SPEAKER_00,10,689.6522,739.8972,50.245,21,125,32.086,18.159,20,0.9079,2.488,0.639,0.6230
VAL_M3M_2022_0092,SPEAKER_01,11,741.8782,747.7502,5.872,3,28,4.351,1.521,2,0.7605,4.768,0.741,
VAL_M3M_2022_0092,SPEAKER_00,12,749.6862,751.6082,1.922,2,9,1.292,0.63,1,0.63,4.683,0.672,0.5638
VAL_M3M_2022_0092,UNKNOWN,13,752.3892,755.4002,3.011,2,11,1.34,1.671,1,1.671,3.653,0.445,
VAL_M3M_2022_0092,SPEAKER_00,14,756.2122,784.0622,27.85,13,79,17.402,10.448,12,0.8707,2.837,0.625,0.7248
VAL_M3M_2022_0092,UNKNOWN,15,785.5942,788.5852,2.991,2,14,2.59,0.401,1,0.401,4.681,0.866,
VAL_M3M_2022_0092,SPEAKER_01,16,788.6052,795.8372,7.232,3,28,4.12,3.112,2,1.556,3.872,0.57,
VAL_M3M_2022_0092,UNKNOWN,17,797.6972,801.0292,3.332,2,14,2.5,0.832,1,0.832,4.202,0.75,
VAL_M3M_2022_0092,SPEAKER_00,18,801.2292,890.7022,89.473,37,245,50.686,38.787,36,1.0774,2.738,0.566,0.6547
VAL_M3M_2022_0092,SPEAKER_01,19,891.1532,907.1962,16.043,7,73,11.748,4.295,6,0.7158,4.55,0.732,
VAL_M3M_2022_0092,SPEAKER_00,20,907.4762,965.0622,57.586,20,207,40.624,16.962,19,0.8927,3.595,0.705,0.5689
VAL_M3M_2022_0092,SPEAKER_01,21,966.1512,970.2412,4.09,2,21,3.73,0.36,1,0.36,5.134,0.912,
VAL_M3M_2022_0092,SPEAKER_00,22,970.3322,985.7262,15.394,8,45,9.401,5.993,7,0.8561,2.923,0.611,0.5634
VAL_M3M_2022_0092,SPEAKER_01,23,986.1962,1009.7652,23.569,10,110,16.945,6.624,9,0.736,4.667,0.719,
VAL_M3M_2022_0092,SPEAKER_00,24,1012.6472,1035.8092,23.162,11,76,15.515,7.647,10,0.7647,3.281,0.67,0.6165
VAL_M3M_2022_0092,UNKNOWN,25,1036.8392,1038.1892,1.35,1,7,1.35,0.0,0,0.0,5.185,1.0,
VAL_M3M_2022_0092,SPEAKER_00,26,1038.4702,1072.0232,33.553,18,87,20.089,13.464,17,0.792,2.593,0.599,0.6720
